Datetime,Energy_Consumption_kWh,Temperature_C,Humidity_Pct,Hour_of_Day,Day_of_Week,Is_Weekend
2024-01-19 15:00:00,1.706,9.26,69.0,15,4,0
2024-01-19 16:00:00,1.591,10.6,80.7,16,4,0
2024-01-19 17:00:00,1.925,11.21,83.3,17,4,0
2024-01-19 18:00:00,2.605,12.53,82.0,18,4,0
2024-01-19 19:00:00,3.191,13.59,76.1,19,4,0
2024-01-19 20:00:00,3.568,12.58,77.4,20,4,0
2024-01-19 21:00:00,3.236,13.33,75.6,21,4,0
2024-01-19 22:00:00,2.63,12.26,74.3,22,4,0
2024-01-19 23:00:00,1.984,11.39,70.9,23,4,0
2024-01-20 00:00:00,1.445,10.87,62.8,0,5,1
2024-01-20 01:00:00,1.588,9.24,61.4,1,5,1
2024-01-20 02:00:00,1.66,8.36,58.9,2,5,1
2024-01-20 03:00:00,1.856,6.82,58.8,3,5,1
2024-01-20 04:00:00,1.777,7.63,54.1,4,5,1
2024-01-20 05:00:00,2.156,5.55,52.9,5,5,1
2024-01-20 06:00:00,2.618,4.39,50.3,6,5,1
2024-01-20 07:00:00,3.1,4.5,54.7,7,5,1
2024-01-20 08:00:00,3.276,4.15,53.2,8,5,1
2024-01-20 09:00:00,3.496,4.24,51.8,9,5,1
2024-01-20 10:00:00,3.028,5.2,61.7,10,5,1
2024-01-20 11:00:00,2.836,6.0,63.2,11,5,1
2024-01-20 12:00:00,4.623,6.17,63.7,12,5,1
2024-01-20 13:00:00,2.573,7.23,67.4,13,5,1
2024-01-20 14:00:00,2.352,8.58,73.4,14,5,1
2024-01-20 15:00:00,2.009,8.53,77.0,15,5,1
2024-01-20 16:00:00,1.868,10.09,78.6,16,5,1
2024-01-20 17:00:00,3.934,12.75,80.4,17,5,1
2024-01-20 18:00:00,2.522,13.64,85.1,18,5,1
2024-01-20 19:00:00,3.242,12.96,82.7,19,5,1
2024-01-20 20:00:00,3.368,13.61,78.6,20,5,1
2024-01-20 21:00:00,3.085,13.3,78.4,21,5,1
2024-01-20 22:00:00,2.402,14.51,69.4,22,5,1
2024-01-20 23:00:00,1.937,12.63,70.1,23,5,1
2024-01-21 00:00:00,1.563,10.95,70.4,0,6,1
2024-01-21 01:00:00,1.407,9.37,60.5,1,6,1
2024-01-21 02:00:00,1.677,7.82,55.0,2,6,1
2024-01-21 03:00:00,1.595,7.75,52.4,3,6,1
2024-01-21 04:00:00,1.716,6.09,48.7,4,6,1
2024-01-21 05:00:00,2.13,4.76,48.2,5,6,1
2024-01-21 06:00:00,2.476,4.51,48.9,6,6,1
2024-01-21 07:00:00,3.184,3.81,46.3,7,6,1
2024-01-21 08:00:00,3.563,5.32,52.1,8,6,1
2024-01-21 09:00:00,3.298,4.99,57.1,9,6,1
2024-01-21 10:00:00,3.06,4.91,54.8,10,6,1
2024-01-21 11:00:00,3.034,6.52,65.7,11,6,1
2024-01-21 12:00:00,2.777,6.62,66.5,12,6,1
2024-01-21 13:00:00,2.675,7.14,72.0,13,6,1
2024-01-21 14:00:00,2.211,9.74,70.5,14,6,1
2024-01-21 15:00:00,1.843,10.32,78.2,15,6,1
2024-01-21 16:00:00,1.761,10.46,74.7,16,6,1
2024-01-21 17:00:00,1.936,11.91,82.2,17,6,1
2024-01-21 18:00:00,2.671,12.22,80.5,18,6,1
2024-01-21 19:00:00,3.301,12.37,81.1,19,6,1
2024-01-21 20:00:00,3.48,13.91,74.5,20,6,1
2024-01-21 21:00:00,3.028,14.35,72.9,21,6,1
2024-01-21 22:00:00,2.738,11.92,74.3,22,6,1
2024-01-21 23:00:00,1.861,12.38,66.0,23,6,1
2024-01-22 00:00:00,1.479,10.73,66.4,0,0,0
2024-01-22 01:00:00,1.54,9.74,57.0,1,0,0
2024-01-22 02:00:00,1.625,8.52,60.0,2,0,0
2024-01-22 03:00:00,4.179,7.19,50.7,3,0,0
2024-01-22 04:00:00,1.745,6.66,53.7,4,0,0
2024-01-22 05:00:00,1.903,5.2,52.4,5,0,0
2024-01-22 06:00:00,2.356,5.15,47.9,6,0,0
2024-01-22 07:00:00,4.214,4.52,52.3,7,0,0
2024-01-22 08:00:00,3.65,4.25,52.8,8,0,0
2024-01-22 09:00:00,3.105,4.01,52.8,9,0,0
2024-01-22 10:00:00,2.252,4.66,54.5,10,0,0
2024-01-22 11:00:00,1.902,6.18,55.2,11,0,0
2024-01-22 12:00:00,3.844,6.96,66.0,12,0,0
2024-01-22 13:00:00,1.868,7.16,64.2,13,0,0
2024-01-22 14:00:00,1.786,8.98,72.8,14,0,0
2024-01-22 15:00:00,1.706,10.54,74.8,15,0,0
2024-01-22 16:00:00,1.711,10.17,80.0,16,0,0
2024-01-22 17:00:00,1.951,12.44,78.6,17,0,0
2024-01-22 18:00:00,2.542,12.43,79.0,18,0,0
2024-01-22 19:00:00,3.158,13.63,81.7,19,0,0
2024-01-22 20:00:00,3.44,12.98,79.0,20,0,0
2024-01-22 21:00:00,3.388,12.21,76.6,21,0,0
2024-01-22 22:00:00,2.598,11.87,73.9,22,0,0
2024-01-22 23:00:00,1.948,12.16,64.3,23,0,0
2024-01-23 00:00:00,1.234,11.36,67.3,0,1,0
2024-01-23 01:00:00,1.538,9.58,63.0,1,1,0
2024-01-23 02:00:00,1.639,9.35,54.4,2,1,0
2024-01-23 03:00:00,1.691,6.81,53.7,3,1,0
2024-01-23 04:00:00,1.74,6.68,51.9,4,1,0
2024-01-23 05:00:00,2.085,5.07,50.1,5,1,0
2024-01-23 06:00:00,2.273,4.69,51.0,6,1,0
2024-01-23 07:00:00,3.084,4.66,54.8,7,1,0
2024-01-23 08:00:00,3.36,3.97,55.3,8,1,0
2024-01-23 09:00:00,2.988,4.41,50.5,9,1,0
2024-01-23 10:00:00,2.112,5.7,59.4,10,1,0
2024-01-23 11:00:00,2.073,5.47,65.1,11,1,0
2024-01-23 12:00:00,2.113,7.25,66.2,12,1,0
2024-01-23 13:00:00,2.013,7.16,72.2,13,1,0
2024-01-23 14:00:00,1.679,9.33,78.5,14,1,0
2024-01-23 15:00:00,1.643,11.04,78.7,15,1,0
2024-01-23 16:00:00,1.627,9.78,78.7,16,1,0
2024-01-23 17:00:00,2.101,11.72,82.6,17,1,0
2024-01-23 18:00:00,2.565,13.27,80.4,18,1,0
2024-01-23 19:00:00,2.932,13.25,79.6,19,1,0
2024-01-23 20:00:00,3.34,13.75,76.9,20,1,0
2024-01-23 21:00:00,3.261,13.02,80.3,21,1,0
2024-01-23 22:00:00,2.535,12.99,70.0,22,1,0
2024-01-23 23:00:00,1.876,12.13,73.5,23,1,0
2024-01-24 00:00:00,1.309,12.0,66.5,0,2,0
2024-01-24 01:00:00,1.338,10.37,56.9,1,2,0
2024-01-24 02:00:00,1.573,9.25,58.6,2,2,0
2024-01-24 03:00:00,1.887,7.64,48.1,3,2,0
2024-01-24 04:00:00,1.877,6.52,53.9,4,2,0
2024-01-24 05:00:00,2.153,5.62,53.2,5,2,0
2024-01-24 06:00:00,2.404,5.41,48.2,6,2,0
2024-01-24 07:00:00,3.097,4.47,50.9,7,2,0
2024-01-24 08:00:00,3.498,4.75,57.9,8,2,0
2024-01-24 09:00:00,2.924,5.98,52.9,9,2,0
2024-01-24 10:00:00,2.186,5.71,54.3,10,2,0
2024-01-24 11:00:00,2.106,5.71,65.6,11,2,0
2024-01-24 12:00:00,2.008,7.56,70.9,12,2,0
2024-01-24 13:00:00,1.87,7.68,68.9,13,2,0
2024-01-24 14:00:00,1.808,7.87,75.5,14,2,0
2024-01-24 15:00:00,1.674,9.66,79.6,15,2,0
2024-01-24 16:00:00,1.683,10.23,75.8,16,2,0
2024-01-24 17:00:00,2.026,12.08,78.0,17,2,0
2024-01-24 18:00:00,2.407,13.02,83.7,18,2,0
2024-01-24 19:00:00,3.26,14.47,84.5,19,2,0
2024-01-24 20:00:00,3.364,13.81,79.7,20,2,0
2024-01-24 21:00:00,3.139,13.34,73.0,21,2,0
2024-01-24 22:00:00,2.409,13.52,78.5,22,2,0
2024-01-24 23:00:00,2.266,10.98,67.3,23,2,0
2024-01-25 00:00:00,1.418,11.52,64.0,0,3,0
2024-01-25 01:00:00,1.391,10.76,62.1,1,3,0
2024-01-25 02:00:00,1.729,8.25,62.2,2,3,0
2024-01-25 03:00:00,1.689,8.67,57.0,3,3,0
2024-01-25 04:00:00,1.751,7.1,53.3,4,3,0
2024-01-25 05:00:00,2.037,5.72,51.9,5,3,0
2024-01-25 06:00:00,2.249,5.64,50.1,6,3,0
2024-01-25 07:00:00,2.838,6.18,52.2,7,3,0
2024-01-25 08:00:00,3.178,4.77,44.4,8,3,0
2024-01-25 09:00:00,2.869,4.97,53.5,9,3,0
2024-01-25 10:00:00,2.402,5.0,58.2,10,3,0
2024-01-25 11:00:00,2.173,5.48,57.7,11,3,0
2024-01-25 12:00:00,1.908,7.43,66.2,12,3,0
2024-01-25 13:00:00,2.056,7.5,68.3,13,3,0
2024-01-25 14:00:00,1.744,9.23,77.8,14,3,0
2024-01-25 15:00:00,1.61,10.07,80.3,15,3,0
2024-01-25 16:00:00,1.501,11.73,76.6,16,3,0
2024-01-25 17:00:00,1.912,12.58,79.0,17,3,0
2024-01-25 18:00:00,2.448,13.72,79.8,18,3,0
2024-01-25 19:00:00,3.259,13.24,78.1,19,3,0
2024-01-25 20:00:00,3.448,13.55,78.6,20,3,0
2024-01-25 21:00:00,3.247,12.97,73.3,21,3,0
2024-01-25 22:00:00,2.617,12.85,69.1,22,3,0
2024-01-25 23:00:00,1.949,12.63,70.8,23,3,0
2024-01-26 00:00:00,1.288,11.93,66.9,0,4,0
2024-01-26 01:00:00,3.501,9.84,58.7,1,4,0
2024-01-26 02:00:00,1.552,9.75,60.2,2,4,0
2024-01-26 03:00:00,1.597,8.88,52.5,3,4,0
2024-01-26 04:00:00,1.762,7.24,52.8,4,4,0
2024-01-26 05:00:00,1.851,7.18,53.0,5,4,0
2024-01-26 06:00:00,2.583,4.88,49.9,6,4,0
2024-01-26 07:00:00,2.934,4.15,51.9,7,4,0
2024-01-26 08:00:00,3.266,3.68,50.5,8,4,0
2024-01-26 09:00:00,2.934,5.81,53.8,9,4,0
2024-01-26 10:00:00,2.168,5.75,56.9,10,4,0
2024-01-26 11:00:00,2.022,6.05,58.9,11,4,0
2024-01-26 12:00:00,1.969,7.18,64.5,12,4,0
2024-01-26 13:00:00,2.031,7.43,64.2,13,4,0
2024-01-26 14:00:00,1.515,10.74,71.0,14,4,0
2024-01-26 15:00:00,4.026,10.52,74.8,15,4,0
2024-01-26 16:00:00,1.541,11.6,77.2,16,4,0
2024-01-26 17:00:00,1.958,12.9,78.8,17,4,0
2024-01-26 18:00:00,2.66,13.47,79.8,18,4,0
2024-01-26 19:00:00,3.202,13.77,80.9,19,4,0
2024-01-26 20:00:00,3.45,13.32,80.6,20,4,0
2024-01-26 21:00:00,3.041,13.93,73.7,21,4,0
2024-01-26 22:00:00,2.397,14.33,68.9,22,4,0
2024-01-26 23:00:00,1.817,13.3,65.8,23,4,0
2024-01-27 00:00:00,1.371,12.52,63.5,0,5,1
2024-01-27 01:00:00,1.527,10.17,60.1,1,5,1
2024-01-27 02:00:00,1.517,8.72,55.2,2,5,1
2024-01-27 03:00:00,1.64,8.08,50.5,3,5,1
2024-01-27 04:00:00,1.837,7.11,50.6,4,5,1
2024-01-27 05:00:00,1.918,6.8,51.1,5,5,1
2024-01-27 06:00:00,2.485,4.42,51.8,6,5,1
2024-01-27 07:00:00,3.011,5.91,48.8,7,5,1
2024-01-27 08:00:00,3.665,4.75,50.8,8,5,1
2024-01-27 09:00:00,3.376,4.74,51.6,9,5,1
2024-01-27 10:00:00,3.069,4.84,57.4,10,5,1
2024-01-27 11:00:00,2.893,5.18,58.6,11,5,1
2024-01-27 12:00:00,2.738,7.6,66.7,12,5,1
2024-01-27 13:00:00,2.333,8.24,63.5,13,5,1
2024-01-27 14:00:00,2.288,8.59,71.4,14,5,1
2024-01-27 15:00:00,2.02,9.75,76.5,15,5,1
2024-01-27 16:00:00,1.739,11.42,78.5,16,5,1
2024-01-27 17:00:00,1.776,13.56,87.6,17,5,1
2024-01-27 18:00:00,2.579,13.12,81.0,18,5,1
2024-01-27 19:00:00,3.219,12.83,76.5,19,5,1
2024-01-27 20:00:00,3.429,13.74,77.7,20,5,1
2024-01-27 21:00:00,3.166,13.57,70.3,21,5,1
2024-01-27 22:00:00,2.636,11.67,72.3,22,5,1
2024-01-27 23:00:00,2.024,12.55,66.4,23,5,1
2024-01-28 00:00:00,4.007,11.51,67.7,0,6,1
2024-01-28 01:00:00,1.324,10.99,59.5,1,6,1
2024-01-28 02:00:00,1.609,10.52,57.1,2,6,1
2024-01-28 03:00:00,1.637,8.92,52.5,3,6,1
2024-01-28 04:00:00,1.729,7.0,57.2,4,6,1
2024-01-28 05:00:00,1.888,5.57,49.5,5,6,1
2024-01-28 06:00:00,2.259,7.07,55.5,6,6,1
2024-01-28 07:00:00,3.035,5.11,53.0,7,6,1
2024-01-28 08:00:00,3.646,4.94,53.5,8,6,1
2024-01-28 09:00:00,3.303,5.07,55.5,9,6,1
2024-01-28 10:00:00,2.968,5.66,58.7,10,6,1
2024-01-28 11:00:00,2.959,6.17,55.3,11,6,1
2024-01-28 12:00:00,5.286,6.85,64.2,12,6,1
2024-01-28 13:00:00,2.564,7.96,71.4,13,6,1
2024-01-28 14:00:00,2.289,9.43,72.4,14,6,1
2024-01-28 15:00:00,1.99,10.29,71.4,15,6,1
2024-01-28 16:00:00,1.878,11.28,77.8,16,6,1
2024-01-28 17:00:00,2.011,12.71,84.6,17,6,1
2024-01-28 18:00:00,2.557,13.21,83.7,18,6,1
2024-01-28 19:00:00,3.094,14.72,79.3,19,6,1
2024-01-28 20:00:00,3.638,12.38,80.8,20,6,1
2024-01-28 21:00:00,2.918,14.48,74.5,21,6,1
2024-01-28 22:00:00,2.607,14.13,67.4,22,6,1
2024-01-28 23:00:00,1.878,11.42,66.1,23,6,1
2024-01-29 00:00:00,1.347,11.53,69.7,0,0,0
2024-01-29 01:00:00,1.482,10.43,60.3,1,0,0
2024-01-29 02:00:00,1.616,8.65,56.8,2,0,0
2024-01-29 03:00:00,1.772,7.87,53.5,3,0,0
2024-01-29 04:00:00,1.723,6.59,57.7,4,0,0
2024-01-29 05:00:00,1.857,7.38,55.4,5,0,0
2024-01-29 06:00:00,2.226,6.18,56.7,6,0,0
2024-01-29 07:00:00,2.921,5.93,50.0,7,0,0
2024-01-29 08:00:00,3.279,5.45,52.9,8,0,0
2024-01-29 09:00:00,4.697,4.5,49.8,9,0,0
2024-01-29 10:00:00,2.189,5.31,61.9,10,0,0
2024-01-29 11:00:00,1.909,6.64,57.6,11,0,0
2024-01-29 12:00:00,1.996,6.55,65.7,12,0,0
2024-01-29 13:00:00,1.895,8.8,65.6,13,0,0
2024-01-29 14:00:00,1.695,9.4,70.7,14,0,0
2024-01-29 15:00:00,1.528,10.48,73.1,15,0,0
2024-01-29 16:00:00,1.507,12.22,76.2,16,0,0
2024-01-29 17:00:00,1.886,13.0,77.9,17,0,0
2024-01-29 18:00:00,2.57,13.24,78.4,18,0,0
2024-01-29 19:00:00,3.035,14.6,82.0,19,0,0
2024-01-29 20:00:00,3.305,13.41,74.7,20,0,0
2024-01-29 21:00:00,3.064,14.28,76.3,21,0,0
2024-01-29 22:00:00,2.395,13.82,76.2,22,0,0
2024-01-29 23:00:00,1.916,12.57,67.3,23,0,0
2024-01-30 00:00:00,1.307,12.02,62.8,0,1,0
2024-01-30 01:00:00,1.579,10.0,60.4,1,1,0
2024-01-30 02:00:00,1.486,10.14,61.0,2,1,0
2024-01-30 03:00:00,1.668,8.31,55.0,3,1,0
2024-01-30 04:00:00,1.785,7.03,50.4,4,1,0
2024-01-30 05:00:00,1.879,7.04,52.0,5,1,0
2024-01-30 06:00:00,2.342,5.28,46.7,6,1,0
2024-01-30 07:00:00,3.06,4.41,52.6,7,1,0
2024-01-30 08:00:00,3.323,4.17,53.2,8,1,0
2024-01-30 09:00:00,3.034,5.63,53.5,9,1,0
2024-01-30 10:00:00,2.243,4.95,55.0,10,1,0
2024-01-30 11:00:00,1.776,7.49,58.5,11,1,0
2024-01-30 12:00:00,2.022,6.12,66.6,12,1,0
2024-01-30 13:00:00,1.697,9.48,72.6,13,1,0
2024-01-30 14:00:00,4.516,9.76,70.6,14,1,0
2024-01-30 15:00:00,1.753,10.74,77.0,15,1,0
2024-01-30 16:00:00,1.447,11.56,71.7,16,1,0
2024-01-30 17:00:00,1.91,13.06,77.7,17,1,0
2024-01-30 18:00:00,2.34,13.52,79.9,18,1,0
2024-01-30 19:00:00,3.143,14.66,76.8,19,1,0
2024-01-30 20:00:00,3.329,14.22,75.2,20,1,0
2024-01-30 21:00:00,3.057,14.09,73.6,21,1,0
2024-01-30 22:00:00,2.407,13.34,73.4,22,1,0
2024-01-30 23:00:00,1.962,12.81,68.3,23,1,0
2024-01-31 00:00:00,1.433,12.1,58.3,0,2,0
2024-01-31 01:00:00,1.537,9.81,54.8,1,2,0
2024-01-31 02:00:00,1.541,8.87,55.7,2,2,0
2024-01-31 03:00:00,1.731,8.96,55.8,3,2,0
2024-01-31 04:00:00,1.672,7.53,43.8,4,2,0
2024-01-31 05:00:00,1.743,6.39,49.0,5,2,0
2024-01-31 06:00:00,2.339,5.8,48.4,6,2,0
2024-01-31 07:00:00,2.84,5.55,54.7,7,2,0
2024-01-31 08:00:00,3.409,4.87,50.9,8,2,0
2024-01-31 09:00:00,2.95,4.89,55.5,9,2,0
2024-01-31 10:00:00,2.233,5.92,57.9,10,2,0
2024-01-31 11:00:00,2.117,5.94,54.7,11,2,0
2024-01-31 12:00:00,1.783,7.71,67.3,12,2,0
2024-01-31 13:00:00,1.875,7.53,69.5,13,2,0
2024-01-31 14:00:00,1.662,10.34,74.0,14,2,0
2024-01-31 15:00:00,1.665,11.17,87.4,15,2,0
2024-01-31 16:00:00,1.412,12.13,71.7,16,2,0
2024-01-31 17:00:00,1.801,13.5,84.7,17,2,0
2024-01-31 18:00:00,2.481,14.63,79.1,18,2,0
2024-01-31 19:00:00,3.061,14.69,80.4,19,2,0
2024-01-31 20:00:00,3.481,13.14,77.9,20,2,0
2024-01-31 21:00:00,3.037,13.32,74.3,21,2,0
2024-01-31 22:00:00,2.678,13.27,70.8,22,2,0
2024-01-31 23:00:00,1.784,12.95,69.9,23,2,0
2024-02-01 00:00:00,1.309,12.32,60.4,0,3,0
2024-02-01 01:00:00,1.478,10.49,63.4,1,3,0
2024-02-01 02:00:00,1.683,9.88,56.3,2,3,0
2024-02-01 03:00:00,1.563,8.15,51.0,3,3,0
2024-02-01 04:00:00,1.921,7.15,50.7,4,3,0
2024-02-01 05:00:00,2.028,5.75,54.3,5,3,0
2024-02-01 06:00:00,2.373,5.33,48.4,6,3,0
2024-02-01 07:00:00,2.924,4.62,51.6,7,3,0
2024-02-01 08:00:00,3.39,4.7,49.8,8,3,0
2024-02-01 09:00:00,2.829,6.07,56.7,9,3,0
2024-02-01 10:00:00,2.333,5.33,59.6,10,3,0
2024-02-01 11:00:00,1.748,8.19,66.7,11,3,0
2024-02-01 12:00:00,1.86,7.85,64.5,12,3,0
2024-02-01 13:00:00,1.779,8.75,70.9,13,3,0
2024-02-01 14:00:00,1.673,9.29,72.8,14,3,0
2024-02-01 15:00:00,1.583,11.4,79.5,15,3,0
2024-02-01 16:00:00,1.54,11.72,75.8,16,3,0
2024-02-01 17:00:00,1.979,13.07,81.7,17,3,0
2024-02-01 18:00:00,2.3,15.26,79.4,18,3,0
2024-02-01 19:00:00,3.192,14.11,79.3,19,3,0
2024-02-01 20:00:00,3.6,15.02,78.3,20,3,0
2024-02-01 21:00:00,3.09,13.76,76.4,21,3,0
2024-02-01 22:00:00,2.617,13.71,72.2,22,3,0
2024-02-01 23:00:00,1.787,14.09,69.5,23,3,0
2024-02-02 00:00:00,1.273,11.72,69.7,0,4,0
2024-02-02 01:00:00,1.328,12.1,64.1,1,4,0
2024-02-02 02:00:00,1.582,10.28,60.1,2,4,0
2024-02-02 03:00:00,1.586,8.35,53.0,3,4,0
2024-02-02 04:00:00,1.647,7.99,49.3,4,4,0
2024-02-02 05:00:00,1.894,7.26,53.4,5,4,0
2024-02-02 06:00:00,2.26,6.34,52.6,6,4,0
2024-02-02 07:00:00,3.052,4.58,54.9,7,4,0
2024-02-02 08:00:00,3.344,4.94,50.2,8,4,0
2024-02-02 09:00:00,2.98,5.38,53.7,9,4,0
2024-02-02 10:00:00,2.148,5.94,52.6,10,4,0
2024-02-02 11:00:00,3.856,7.08,59.9,11,4,0
2024-02-02 12:00:00,1.802,7.75,68.0,12,4,0
2024-02-02 13:00:00,1.992,7.93,67.5,13,4,0
2024-02-02 14:00:00,1.634,10.12,74.4,14,4,0
2024-02-02 15:00:00,1.611,11.43,75.0,15,4,0
2024-02-02 16:00:00,1.417,12.49,79.0,16,4,0
2024-02-02 17:00:00,1.845,13.74,76.0,17,4,0
2024-02-02 18:00:00,2.403,14.31,80.3,18,4,0
2024-02-02 19:00:00,3.026,14.54,70.5,19,4,0
2024-02-02 20:00:00,3.26,14.38,77.4,20,4,0
2024-02-02 21:00:00,3.081,13.27,70.7,21,4,0
2024-02-02 22:00:00,2.416,14.08,76.1,22,4,0
2024-02-02 23:00:00,1.886,13.24,71.2,23,4,0
2024-02-03 00:00:00,1.413,12.35,66.4,0,5,1
2024-02-03 01:00:00,1.457,10.34,65.7,1,5,1
2024-02-03 02:00:00,1.506,9.29,54.7,2,5,1
2024-02-03 03:00:00,1.453,9.41,59.6,3,5,1
2024-02-03 04:00:00,1.761,7.67,54.8,4,5,1
2024-02-03 05:00:00,1.97,7.18,49.8,5,5,1
2024-02-03 06:00:00,2.408,6.08,53.4,6,5,1
2024-02-03 07:00:00,3.06,5.63,47.2,7,5,1
2024-02-03 08:00:00,3.483,6.03,49.5,8,5,1
2024-02-03 09:00:00,3.447,5.31,52.6,9,5,1
2024-02-03 10:00:00,3.023,6.13,55.9,10,5,1
2024-02-03 11:00:00,2.911,6.51,57.9,11,5,1
2024-02-03 12:00:00,2.703,7.47,68.7,12,5,1
2024-02-03 13:00:00,2.388,8.63,68.1,13,5,1
2024-02-03 14:00:00,2.125,10.12,73.6,14,5,1
2024-02-03 15:00:00,1.946,10.87,73.9,15,5,1
2024-02-03 16:00:00,1.726,13.0,72.5,16,5,1
2024-02-03 17:00:00,2.078,12.64,80.3,17,5,1
2024-02-03 18:00:00,2.468,13.78,74.3,18,5,1
2024-02-03 19:00:00,3.202,14.09,79.3,19,5,1
2024-02-03 20:00:00,3.365,15.38,73.9,20,5,1
2024-02-03 21:00:00,3.082,14.48,81.6,21,5,1
2024-02-03 22:00:00,2.336,14.53,75.2,22,5,1
2024-02-03 23:00:00,1.884,12.31,69.2,23,5,1
2024-02-04 00:00:00,1.368,12.43,68.8,0,6,1
2024-02-04 01:00:00,1.383,11.72,58.6,1,6,1
2024-02-04 02:00:00,1.589,10.08,59.1,2,6,1
2024-02-04 03:00:00,1.575,9.51,55.0,3,6,1
2024-02-04 04:00:00,1.709,7.48,52.8,4,6,1
2024-02-04 05:00:00,1.99,7.7,54.3,5,6,1
2024-02-04 06:00:00,2.183,7.53,52.2,6,6,1
2024-02-04 07:00:00,3.108,5.48,51.4,7,6,1
2024-02-04 08:00:00,3.46,5.28,47.0,8,6,1
2024-02-04 09:00:00,3.266,6.58,51.5,9,6,1
2024-02-04 10:00:00,2.993,7.11,57.1,10,6,1
2024-02-04 11:00:00,2.872,6.57,61.4,11,6,1
2024-02-04 12:00:00,2.533,7.56,61.6,12,6,1
2024-02-04 13:00:00,2.489,8.74,76.1,13,6,1
2024-02-04 14:00:00,2.346,9.27,77.0,14,6,1
2024-02-04 15:00:00,2.004,10.69,77.4,15,6,1
2024-02-04 16:00:00,1.859,11.73,78.2,16,6,1
2024-02-04 17:00:00,1.772,12.81,78.9,17,6,1
2024-02-04 18:00:00,2.388,13.97,77.1,18,6,1
2024-02-04 19:00:00,3.14,14.58,79.7,19,6,1
2024-02-04 20:00:00,3.433,15.53,78.8,20,6,1
2024-02-04 21:00:00,3.216,13.85,71.9,21,6,1
2024-02-04 22:00:00,2.431,14.59,73.5,22,6,1
2024-02-04 23:00:00,1.908,13.16,68.4,23,6,1
2024-02-05 00:00:00,1.335,12.33,59.3,0,0,0
2024-02-05 01:00:00,1.307,11.68,58.5,1,0,0
2024-02-05 02:00:00,1.384,9.44,56.3,2,0,0
2024-02-05 03:00:00,1.62,9.19,60.1,3,0,0
2024-02-05 04:00:00,1.71,7.98,53.7,4,0,0
2024-02-05 05:00:00,4.528,7.24,46.5,5,0,0
2024-02-05 06:00:00,2.124,6.41,51.5,6,0,0
2024-02-05 07:00:00,2.842,7.26,45.9,7,0,0
2024-02-05 08:00:00,3.278,5.26,55.3,8,0,0
2024-02-05 09:00:00,2.978,5.48,53.0,9,0,0
2024-02-05 10:00:00,2.337,5.88,57.2,10,0,0
2024-02-05 11:00:00,1.778,6.64,65.1,11,0,0
2024-02-05 12:00:00,1.839,7.52,61.1,12,0,0
2024-02-05 13:00:00,1.73,9.71,64.7,13,0,0
2024-02-05 14:00:00,1.73,11.02,70.7,14,0,0
2024-02-05 15:00:00,1.425,10.99,78.7,15,0,0
2024-02-05 16:00:00,4.133,11.92,73.4,16,0,0
2024-02-05 17:00:00,1.848,13.64,71.0,17,0,0
2024-02-05 18:00:00,2.455,13.74,78.6,18,0,0
2024-02-05 19:00:00,3.091,14.91,81.1,19,0,0
2024-02-05 20:00:00,3.365,14.81,81.6,20,0,0
2024-02-05 21:00:00,3.221,13.63,74.2,21,0,0
2024-02-05 22:00:00,2.357,15.02,71.3,22,0,0
2024-02-05 23:00:00,1.836,14.46,72.3,23,0,0
2024-02-06 00:00:00,1.323,12.08,59.4,0,1,0
2024-02-06 01:00:00,1.368,11.14,60.0,1,1,0
2024-02-06 02:00:00,1.697,10.38,58.1,2,1,0
2024-02-06 03:00:00,1.615,9.25,55.7,3,1,0
2024-02-06 04:00:00,1.715,8.36,50.5,4,1,0
2024-02-06 05:00:00,1.859,8.24,50.6,5,1,0
2024-02-06 06:00:00,2.155,6.22,42.5,6,1,0
2024-02-06 07:00:00,3.08,5.4,48.5,7,1,0
2024-02-06 08:00:00,3.127,4.9,53.4,8,1,0
2024-02-06 09:00:00,2.875,5.45,51.4,9,1,0
2024-02-06 10:00:00,2.115,6.32,57.7,10,1,0
2024-02-06 11:00:00,1.876,8.14,62.5,11,1,0
2024-02-06 12:00:00,3.397,7.68,64.0,12,1,0
2024-02-06 13:00:00,1.772,9.22,69.4,13,1,0
2024-02-06 14:00:00,4.015,10.24,69.6,14,1,0
2024-02-06 15:00:00,1.387,12.13,75.0,15,1,0
2024-02-06 16:00:00,1.195,14.03,79.8,16,1,0
2024-02-06 17:00:00,1.936,13.13,80.0,17,1,0
2024-02-06 18:00:00,2.508,13.87,78.2,18,1,0
2024-02-06 19:00:00,3.234,15.24,80.2,19,1,0
2024-02-06 20:00:00,3.337,15.18,80.1,20,1,0
2024-02-06 21:00:00,3.163,15.73,69.5,21,1,0
2024-02-06 22:00:00,2.42,14.53,76.0,22,1,0
2024-02-06 23:00:00,1.963,13.25,67.9,23,1,0
2024-02-07 00:00:00,1.371,12.89,66.3,0,2,0
2024-02-07 01:00:00,1.367,12.12,64.7,1,2,0
2024-02-07 02:00:00,1.43,10.79,53.4,2,2,0
2024-02-07 03:00:00,1.643,9.44,52.3,3,2,0
2024-02-07 04:00:00,1.691,8.69,51.1,4,2,0
2024-02-07 05:00:00,1.746,7.83,48.2,5,2,0
2024-02-07 06:00:00,2.081,7.24,55.2,6,2,0
2024-02-07 07:00:00,2.84,6.36,47.9,7,2,0
